"Link","Affiliations","Publisher","Abbreviated Source Title"
"https://www.scopus.com/pages/publications/85149370543?origin=resultslist","Université Catholique de Louvain, Core, Louvain-la-Neuve, 1348, Belgium; National Technical University of Athens, Electrical and Computer Engineering, Zografou, 15780, Greece; University of Luxembourg, Esch-sur-Alzette, 4365, Luxembourg","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans Power Syst"
"https://www.scopus.com/pages/publications/85147197276?origin=resultslist","School of Electronic Engineering and automation, Wuhan University, China; State grid economic and technological research institute, Beijing, China","Elsevier Ltd","Energy Rep."
"https://www.scopus.com/pages/publications/85178996127?origin=resultslist","Department of Computer Science and Information Engineering, National Taiwan Normal University, Taipei, Taiwan","Elsevier Ltd","Appl. Soft Comput."
"https://www.scopus.com/pages/publications/85162903556?origin=resultslist","Xi'an Jiaotong University, Faculty of Electronic and Information Engineering, Xi'an, 710049, China; Xi'an Jiaotong University, SKLMSE Laboratory, Faculty of Electronic and Information Engineering, Xi'an, 710049, China; Xi'an Jiaotong University, Faculty of Electronic and Information Engineering, MOE Key Laboratory for Intelligent Networks and Network Security, Xi'an, 710049, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Smart Grid"
"https://www.scopus.com/pages/publications/85177785123?origin=resultslist","Instituto Superior Técnico-IST, Universidade de Lisboa, Portugal; ITI/LARSyS, Portugal; INESC-ID, Portugal","Elsevier B.V.","SoftwareX"
"https://www.scopus.com/pages/publications/85175150951?origin=resultslist","Department of Electrical Engineering, Science and Research Branch, Islamic Azad University, Tehran, Iran; Chemical Engineering, Oklahoma State University, Stillwater, OK, United States; Institute of Physics, Center for Science and Education, Silesian University of Technology, Konarskiego 22B, Gliwice, 44-100, Poland; Information Technology Department, Informatic University of Applied Sciences, Tehran, Iran","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/85162183405?origin=resultslist","School of Civil Engineering, Central South University, Changsha, 410075, China; Changsha Yaosen Engineering Technology Co., Ltd., Changsha, 410075, China","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/85178472659?origin=resultslist","Department of Electrical Engineering, National Institute of Technology, Srinagar, India; Department of Electrical Engineering, Islamic University of Science and Technology, Kashmir, India","Taylor and Francis Ltd.","Int. J. Green Energy"
"https://www.scopus.com/pages/publications/85212511617?origin=resultslist","Department of Mechanical Engineering, Malnad College of Engineering, Hassan, Affiliated to VTU, Karnataka, Belagavi, India; Department of Civil and Environmental Engineering, Hanyang University, 222, Wangsimni-ro, Seongdong-gu, Seoul Campus, Seoul, 04763, South Korea","Springer","Adv. Struct. Mater."
"https://www.scopus.com/pages/publications/85185384115?origin=resultslist","Rmit University, Department of Information Systems and Business Analytics, Melbourne, 3000, VIC, Australia","Institute of Electrical and Electronics Engineers Inc.","IEEE Commun. Surv. Tutor."
"https://www.scopus.com/pages/publications/85196077553?origin=resultslist","Paradise Research Center, Department of Electrical Engineering and Applied Sciences, Jahrom, 74168-13647, Iran; Glasgow Caledonian University, School of Computing, Engineering and Built Environment, Department of Applied Science, Glasgow, G4 0BA, United Kingdom; North Carolina Agricultural and Technical State University, Department of Applied Science and Technology, Greensboro, 27411, NC, United States; New York University, Tandon School of Engineering, Department of Electrical and Computer Engineering, New York, 11201, NY, United States; University of Louisiana at Lafayette, Department of Electrical and Computer Engineering, Lafayette, 70504, LA, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85215129046?origin=resultslist","Universiti Teknikal Malaysia Melaka, Faculty of Electrical and Electronic Engineering Technology, Melaka, Malaysia; Universitas Muhammadiyah Yogyakarta, Information Technology Department, Yogyakarta, Indonesia; Yuan Ze University, Department of Computer Science and Engineering and IBPI, Taoyuan, Taiwan; University of Engineering and Technology, Department of Electrical Engineering, Mardan, Pakistan; University of Engineering and Technology, Department of Telecommunication Engineering, Mardan, Pakistan; Universitas Muhammadiyah Surabaya, Computer Science Department, Surabaya, Indonesia","Institute of Electrical and Electronics Engineers Inc.","Proc. - ICE3IS: Int. Conf. Electron. Electr. Eng. Intell. Syst.: Lead.-Edge Technol. Sustain. Soc."
"https://www.scopus.com/pages/publications/105022081052?origin=resultslist","Xi'an Jiaotong University, School of Electrical Engineering, Xi'an, 710049, China; China Renewable Energy Engineering Institute, Beijing, 100120, China; Dahang Youneng Electrical Company, Ltd., Zhenjiang, 212211, China","Institute of Electrical and Electronics Engineers","IEEE Trans. Energy. Mark. Policy. Regul."
"https://www.scopus.com/pages/publications/85182350606?origin=resultslist","Fricke and Mallah Microwave Technology GmbH, Peine, Lower Saxony, 31226, Germany; Obuda University, John von Neumann Faculty of Informatics, Budapest, 1034, Hungary; Aarhus University, Department of Electrical and Computer Engineering, Aarhus, 8200, Denmark; Mazandaran University of Science and Technology, Department of Electrical Engineering, Babol, 47166, Iran; Shahed University of Tehran, Engineering Faculty, Department of Electrical Engineering and Computing, Tehran, 33191, Iran; The University of Texas at San Antonio, Department of Computer Science, San Antonio, 78249, TX, United States; Ludovika University of Public Service, Budapest, 1083, Hungary","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85195585054?origin=resultslist","Central China Branch of State Grid Corporation of China, Wuhan, 430077, China; Wuhan University, School of Electrical Engineering and Automation, Wuhan, 430072, China","Institute of Electrical and Electronics Engineers Inc.","Proc. - Asia Conf. Power Electr. Eng., ACPEE"
"https://www.scopus.com/pages/publications/85212500812?origin=resultslist","GITAM School of Technology, GITAM Deemed to be University, Telangana, Hyderabad, India; CVR College of Engineering, Telangana, Hyderabad, India","Institute of Renewable Energy National Academy of Sciences of Ukraine","V�dnovluvana Energ."
"https://www.scopus.com/pages/publications/85203720123?origin=resultslist","University of California, Santa Barbara, United States","ML Research Press","Proc. Mach. Learn. Res."
"https://www.scopus.com/pages/publications/85175586922?origin=resultslist","Department of Computer Engineering, Hijjawi Faculty for Engineering Technology, Yarmouk University, Irbid, 21163, Jordan","Bentham Science Publishers","Curr. Comput.-Aided Drug Des."
"https://www.scopus.com/pages/publications/85205180290?origin=resultslist","Electrical Engineering Department, Politecnico di Milano, Milan, Italy; Electrical Engineering Department, Hamedan University of Technology, Hamedan, Iran; Electrical Engineering Department, Iran University of Science Technology, Tehran, Iran; Khalifa University of Science & Technology, Electrical Engineering & Computer Science, Abu Dhabi, United Arab Emirates","Elsevier","Applications of Deep Machine Learning in Future Energy Systems"
"https://www.scopus.com/pages/publications/85179651839?origin=resultslist","State Grid Huzhou Electric Power Supply Company, Huzhou, China; Huzhou Electric Power Design Institute Co., Huzhou, China","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/85202736067?origin=resultslist","Hangzhou Dianzi University, College of Information Engineering, Hangzhou, 311305, China; Hangzhou Dianzi University, College of Automation, Hangzhou, 310018, China; The ZJU-UIUC Institute, Zhejiang University, Zhejiang, Haining, 314400, China; State Grid Zhejiang Electric Power Company, Zhejiang, Hangzhou, 310000, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85192392437?origin=resultslist","Energy Department, Polytechnic of Milan, Via Privata Giuseppe La Masa, 34, Milano, 20156, Italy; Department of Electrical, Computer and Biomedical Engineering, University of Pavia, Via Adolfo Ferrata, 5, Pavia, 27100, Italy","Multidisciplinary Digital Publishing Institute (MDPI)","Appl. Sci."
"https://www.scopus.com/pages/publications/85174064849?origin=resultslist","EDF R&D, 7, bd Gaspard Monge, Palaiseau, 91120, France; Mines Paris, Université PSL, Centre de Mathématiques Appliquées (CMA), 1, rue Claude Daunesse, Sophia Antipolis, 06904, France; Department of Electrical and Computer Engineering, INESC-ID—Instituto de Engenharia de Sistemas e Computadores-Investigação e Desenvolvimento, Instituto Superior Técnico (IST), Universidade de Lisboa, R. Alves Redol, 9, Lisbon, 1000-029, Portugal","Elsevier Ltd","Sustain. Energy Grids Netw."
"https://www.scopus.com/pages/publications/85197599853?origin=resultslist","Southeast University, Electrical Engineering Department, Nanjing, 210096, China; Nanyang Technological University, School of Electrical and Electronics Engineering, Jurong West, 639798, Singapore; City University of Hong Kong, Department of Electrical Engineering, Hong Kong; Yanshan University, School of Electrical Engineering, Qinhuangdao, 066004, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Smart Grid"
"https://www.scopus.com/pages/publications/85207246127?origin=resultslist","Pontifical Pontifical Catholic University of Minas Gerais (PUC Minas), Computer Science Department, Minas Gerais, Belo Horizonte, 30535-901, Brazil; Federal Fluminense University (UFF), Maternal and Child Department, Rio de Janeiro, Niterói, 24070-090, Brazil","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85217202980?origin=resultslist","College of Computer Science and Technology, Zhejiang University, Hangzhou, China","Institute of Electrical and Electronics Engineers Inc.","Proc. CAA Int. Conf. Veh. Control Intell., CVCI"
"https://www.scopus.com/pages/publications/85205874821?origin=resultslist","University of Petroleum and Energy Studies (UPES), Electrical Cluster, School of Engineering, Dehradun, 248007, India","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/105004411975?origin=resultslist","Universitas Multimedia Nusantara, Department of Information Systems, Tangerang, Indonesia","Institute of Electrical and Electronics Engineers Inc.","Int. Semin. Res. Inf. Technol. Intell. Syst.: Adv. Intell. Syst. Contemp. Soc., ISRITI - Proc."
"https://www.scopus.com/pages/publications/85181172770?origin=resultslist","the Key Laboratory of Intelligent Control and Optimization for Industrial Equipment of Ministry of Education, the School of Control Science and Engineering, Dalian University of Technology, Dalian, 116024, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Instrum. Meas."
